Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,92.678497,107.634003,92.546501,101.843002,101.843002,588580000
2021-03-01,102.825996,106.440498,100.500000,103.431503,103.431503,695884000
2021-04-01,104.897499,122.618896,104.844498,120.505997,120.505997,614494000
2021-05-01,120.136002,122.147202,111.502502,120.578003,120.578003,509114000
2021-06-01,121.099998,127.795998,119.141502,125.316002,125.316002,548656000
2021-07-01,124.849747,140.011002,124.849747,135.220993,135.220993,456776000
2021-08-01,135.484497,146.489502,134.183502,145.462006,145.462006,372312000
2021-09-01,145.649994,146.820496,133.000000,133.265503,133.265503,505198000
2021-10-01,133.554504,149.117996,131.166504,148.270493,148.270493,496572000
2021-11-01,148.164993,151.850006,142.065994,142.451996,142.451996,443172000
2021-12-01,144.212494,149.604996,140.250000,144.679504,144.679504,479260000
2022-01-01,144.475494,146.610001,124.641953,135.698502,135.698502,615510000
2022-02-01,137.835007,152.100006,124.764503,134.891006,134.891006,732650000
2022-03-01,134.479996,144.162506,125.860748,139.649506,139.649506,637420000
2022-04-01,140.009995,144.043747,113.124252,114.966499,114.966499,564940000
2022-05-01,113.906502,123.142998,102.208000,114.039001,114.039001,717486000
2022-06-01,114.931503,119.398499,105.628548,109.372498,109.372498,627132000
2022-07-01,108.336998,120.434998,104.760002,116.639999,116.639999,638766600
2022-08-01,115.529999,123.260002,108.800003,109.150002,109.150002,430961500
2022-09-01,109.199997,112.639999,96.029999,96.150002,96.150002,532993100
2022-10-01,97.220001,105.099998,91.900002,94.660004,94.660004,584537500
2022-11-01,95.589996,101.449997,83.449997,101.449997,101.449997,603449000
2022-12-01,101.400002,102.589996,86.370003,88.730003,88.730003,498585400
2023-01-01,89.830002,101.580002,85.570000,99.870003,99.870003,526178100
2023-02-01,99.739998,108.820000,88.860001,90.300003,90.300003,754400500
2023-03-01,90.160004,107.510002,89.769997,104.000000,104.000000,725477100
2023-04-01,102.669998,109.629997,102.379997,108.220001,108.220001,461670700
2023-05-01,107.720001,127.050003,104.500000,123.370003,123.370003,620317400
2023-06-01,123.500000,129.550003,116.910004,120.970001,120.970001,521386300
2023-07-01,120.320000,134.070007,115.830002,133.110001,133.110001,525456900
2023-08-01,130.854996,138.399994,127.000000,137.350006,137.350006,463482000
2023-09-01,138.429993,139.929993,128.190002,131.850006,131.850006,389593900
2023-10-01,132.154999,142.380005,121.459999,125.300003,125.300003,514877100
2023-11-01,125.339996,141.100006,124.925003,133.919998,133.919998,405635900
2023-12-01,133.320007,143.945007,129.399994,140.929993,140.929993,482059400
2024-01-01,139.600006,144.524994,136.850006,143.800003,143.800003,126579500
2024-01-11,144.895004,146.660004,144.539993,144.979996,144.979996,3278384
