Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,122.323135,124.435944,120.898659,122.743790,106.073837,30791624
2021-01-18,123.594643,126.424477,112.198853,113.393883,97.993736,64432972
2021-01-25,113.537285,119.302101,112.284897,113.871895,98.406837,59033311
2021-02-01,114.627151,116.453156,112.925430,116.434036,100.621010,29743637
2021-02-08,117.227531,118.527725,114.808792,115.487572,99.803085,25861932
2021-02-15,114.866158,115.621414,113.173996,113.757172,99.621368,23614183
2021-02-22,113.288719,118.881454,113.231361,113.699806,99.571121,32398072
2021-03-01,115.057358,118.307838,113.537285,117.428299,102.836304,34163302
2021-03-08,117.581261,122.982796,117.476097,121.998085,106.838234,30598638
2021-03-15,122.151054,125.239006,121.739960,123.231361,107.918259,29336011
2021-03-22,122.848946,130.478012,122.265778,130.382416,114.180702,24735703
2021-03-29,130.000000,131.042068,126.453156,127.370934,111.543434,19280081
2021-04-05,127.762909,130.678772,127.533463,129.761002,113.636505,20061652
2021-04-12,129.082214,129.416824,124.646271,127.715103,111.844841,28065540
2021-04-19,127.724663,138.374756,126.749519,136.166351,119.245903,49418898
2021-04-26,136.156784,142.198853,134.369019,135.640533,118.785446,26766094
2021-05-03,137.485657,141.978973,137.237091,139.063095,121.782700,33044081
2021-05-10,139.388138,141.854691,134.933075,138.317398,122.483070,28673579
2021-05-17,138.087952,139.388138,134.722748,138.374756,122.533882,21491012
2021-05-24,138.680695,138.996170,136.749527,137.418732,121.687294,19333742
2021-05-31,138.623322,141.061188,137.428299,140.936905,124.802681,13025733
2021-06-07,141.061188,146.118546,140.697891,144.627151,128.070496,23056874
2021-06-14,144.082214,144.388138,136.749527,136.826004,121.162415,24330901
2021-06-21,137.772461,140.602295,137.724670,140.382416,124.311691,17916934
2021-06-28,140.544937,141.013382,133.326965,133.862335,118.538017,30396551
2021-07-05,133.833649,135.736145,131.070740,135.296371,119.807884,22535965
2021-07-12,135.210327,135.717010,132.495224,132.791580,117.589836,19517733
2021-07-19,130.449326,138.546844,130.219879,135.124283,119.655487,36386574
2021-07-26,135.172089,137.323135,134.598465,134.761002,119.333801,16875746
2021-08-02,135.229446,138.336517,134.827911,137.753342,121.983582,17184211
2021-08-09,135.946457,137.265778,134.168259,136.883362,121.213219,19312089
