Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,235.059998,246.130005,227.880005,232.380005,226.302444,490962200
2021-03-01,235.899994,241.050003,224.259995,235.770004,230.132584,724945800
2021-04-01,238.470001,263.190002,238.050003,252.179993,246.150192,568661600
2021-05-01,253.399994,254.350006,238.070007,249.679993,243.709976,495084900
2021-06-01,251.229996,271.649994,243.000000,270.899994,265.033142,508572200
2021-07-01,269.609985,290.149994,269.600006,284.910004,278.739685,522672700
2021-08-01,286.359985,305.839996,283.739990,301.880005,295.342255,441308900
2021-09-01,302.869995,305.320007,281.619995,281.920013,276.342560,502918700
2021-10-01,282.119995,332.000000,280.250000,331.619995,325.059296,516515800
2021-11-01,331.359985,349.670013,326.369995,330.589996,324.049622,509885200
2021-12-01,335.130005,344.299988,317.250000,336.320007,330.269409,625674800
2022-01-01,335.350006,338.000000,276.049988,310.980011,305.385284,947531400
2022-02-01,310.410004,315.119995,271.519989,298.790009,293.414612,697050600
2022-03-01,296.399994,315.950012,270.000000,308.309998,303.389313,734334200
2022-04-01,309.369995,315.109985,270.000000,277.519989,273.090790,627343400
2022-05-01,277.709991,290.880005,246.440002,271.869995,267.530945,742902000
2022-06-01,275.200012,277.690002,241.509995,256.829987,253.319626,621372300
2022-07-01,256.390015,282.000000,245.940002,280.739990,276.902802,534891800
2022-08-01,277.820007,294.179993,260.660004,261.470001,257.896149,477157600
2022-09-01,258.869995,267.450012,232.729996,232.899994,230.204285,575586600
2022-10-01,235.410004,251.039993,219.130005,232.130005,229.443222,671225100
2022-11-01,234.600006,255.330002,213.429993,255.139999,252.186890,615296000
2022-12-01,253.869995,263.920013,233.869995,239.820007,237.712234,591358700
2023-01-01,243.080002,249.830002,219.350006,247.809998,245.632004,666168100
2023-02-01,248.000000,276.760010,245.470001,249.419998,247.227844,615501000
2023-03-01,250.759995,289.269989,245.610001,288.299988,286.481873,747635000
2023-04-01,286.519989,308.929993,275.369995,307.260010,305.322327,551497100
2023-05-01,306.970001,335.940002,303.399994,328.390015,326.319092,600807200
2023-06-01,325.929993,351.470001,322.500000,340.540009,339.132202,547588700
2023-07-01,339.190002,366.779999,327.000000,335.920013,334.531311,666764400
2023-08-01,335.190002,338.540009,311.549988,327.760010,326.405060,479456700
2023-09-01,331.309998,340.859985,309.450012,315.750000,315.110443,416680700
2023-10-01,316.279999,346.200012,311.209991,338.109985,337.425140,540907000
2023-11-01,339.790009,384.299988,339.649994,378.910004,378.142517,563880300
2023-12-01,376.760010,378.160004,362.899994,376.040009,376.040009,522003700
2024-01-01,373.859985,384.170013,366.500000,382.769989,382.769989,159665000
2024-01-11,376.369995,390.679993,385.170013,386.054993,386.054993,5994059
